Date;Product Name;Category;Units Sold;Price;Revenue;Discount;Units Returned;Location;Platform
01/06/2020;Electrolyte Powder;Hydration;137;2429;332773;23;4;USA;Amazon
08/06/2020;Whey Protein;Protein;152;2873;436696;2;1;UK;Amazon
08/06/2020;Vitamin C;Vitamin;130;5226;67938;2;0;USA;Walmart
08/06/2020;Fish Oil;Omega;156;2091;326196;22;1;USA;Amazon
08/06/2020;Multivitamin;Vitamin;141;5353;754773;2;2;Canada;Walmart
08/06/2020;Pre-Workout;Performance;159;3292;523428;9;0;Canada;iHerb
08/06/2020;BCAA;Amino Acid;149;120;17880;7;0;UK;iHerb
08/06/2020;Creatine;Performance;140;334;46760;12;2;USA;Walmart
08/06/2020;Zinc;Mineral;136;315;42840;15;7;USA;Walmart
08/06/2020;Collagen Peptides;Protein;160;5138;82208;4;0;USA;Walmart
08/06/2020;Magnesium;Mineral;138;3553;490314;15;3;Canada;iHerb
08/06/2020;Ashwagandha;Herbal;150;1251;18765;1;1;Canada;Amazon
08/06/2020;Melatonin;Sleep Aid;148;1803;266844;1;1;UK;Amazon
08/06/2020;Biotin;Vitamin;140;4623;64722;3;2;UK;Walmart
08/06/2020;Green Tea Extract;Fat Burner;142;2899;411658;2;1;USA;Amazon
08/06/2020;Iron Supplement;Mineral;159;4864;773376;6;2;Canada;Amazon
08/06/2020;Electrolyte Powder;Hydration;152;2937;446424;2;0;USA;iHerb
15/06/2020;Whey Protein;Protein;163;4876;794788;6;1;UK;iHerb
15/06/2020;Vitamin C;Vitamin;156;2327;363012;15;2;USA;iHerb
15/06/2020;Fish Oil;Omega;143;5736;820248;22;2;Canada;Amazon
15/06/2020;Multivitamin;Vitamin;142;5817;826014;0;2;UK;Walmart
15/06/2020;Pre-Workout;Performance;158;5951;940258;8;1;UK;Walmart
15/06/2020;BCAA;Amino Acid;129;2305;297345;9;2;Canada;Walmart
15/06/2020;Creatine;Performance;174;2863;498162;23;0;Canada;Walmart
15/06/2020;Zinc;Mineral;130;3976;51688;4;4;Canada;Walmart
15/06/2020;Collagen Peptides;Protein;148;2233;330484;12;2;USA;Amazon
15/06/2020;Magnesium;Mineral;159;3889;618351;23;3;UK;iHerb
15/06/2020;Ashwagandha;Herbal;160;1034;16544;5;2;USA;iHerb
15/06/2020;Melatonin;Sleep Aid;147;5423;797181;22;3;USA;Walmart
15/06/2020;Biotin;Vitamin;143;2358;337194;5;0;USA;iHerb
15/06/2020;Green Tea Extract;Fat Burner;144;5155;74232;3;2;Canada;iHerb
15/06/2020;Iron Supplement;Mineral;151;3464;523064;7;2;UK;Walmart
15/06/2020;Electrolyte Powder;Hydration;148;1583;234284;14;3;USA;Walmart
22/06/2020;Whey Protein;Protein;144;4293;618192;23;2;Canada;iHerb
22/06/2020;Vitamin C;Vitamin;152;5492;834784;1;1;UK;Amazon
22/06/2020;Fish Oil;Omega;162;3884;629208;12;0;UK;iHerb
22/06/2020;Multivitamin;Vitamin;127;4694;596138;1;2;USA;iHerb
22/06/2020;Pre-Workout;Performance;151;1863;281313;14;1;USA;Walmart
22/06/2020;BCAA;Amino Acid;174;5918;1029732;6;5;UK;iHerb
22/06/2020;Creatine;Performance;148;1252;185296;1;2;UK;Amazon
22/06/2020;Zinc;Mineral;148;407;60236;6;2;UK;Amazon
22/06/2020;Collagen Peptides;Protein;145;5103;739935;12;1;Canada;Walmart
22/06/2020;Magnesium;Mineral;145;2641;382945;5;0;UK;iHerb
22/06/2020;Ashwagandha;Herbal;149;5205;775545;6;1;Canada;iHerb
22/06/2020;Melatonin;Sleep Aid;162;2923;473526;11;1;UK;Walmart
22/06/2020;Biotin;Vitamin;173;5669;980737;17;2;UK;iHerb
22/06/2020;Green Tea Extract;Fat Burner;147;4282;629454;24;1;USA;iHerb
22/06/2020;Iron Supplement;Mineral;158;3088;487904;3;2;UK;iHerb
22/06/2020;Electrolyte Powder;Hydration;174;1384;240816;9;2;UK;iHerb
29/06/2020;Whey Protein;Protein;146;5073;740658;15;1;Canada;Walmart
29/06/2020;Vitamin C;Vitamin;141;2774;391134;1;2;Canada;Amazon
29/06/2020;Fish Oil;Omega;156;2976;464256;5;0;USA;Amazon
29/06/2020;Multivitamin;Vitamin;163;3096;504648;4;3;USA;Amazon
29/06/2020;Pre-Workout;Performance;152;3512;533824;18;4;USA;iHerb
29/06/2020;BCAA;Amino Acid;139;5672;788408;23;2;UK;Walmart
29/06/2020;Creatine;Performance;155;4762;73811;13;2;Canada;iHerb
29/06/2020;Zinc;Mineral;147;5122;752934;4;3;UK;Walmart
29/06/2020;Collagen Peptides;Protein;151;3157;476707;9;3;Canada;iHerb
29/06/2020;Magnesium;Mineral;141;342;48222;13;1;Canada;Amazon
29/06/2020;Ashwagandha;Herbal;153;1196;182988;7;0;UK;Amazon
29/06/2020;Melatonin;Sleep Aid;146;2729;398434;17;2;UK;Amazon
29/06/2020;Biotin;Vitamin;176;4916;865216;7;5;Canada;iHerb
29/06/2020;Green Tea Extract;Fat Burner;156;1602;249912;23;0;Canada;Walmart
29/06/2020;Iron Supplement;Mineral;154;2536;390544;14;1;Canada;iHerb
29/06/2020;Electrolyte Powder;Hydration;136;3091;420376;19;3;Canada;Amazon
06/07/2020;Whey Protein;Protein;129;1501;193629;0;2;UK;iHerb
06/07/2020;Vitamin C;Vitamin;154;2169;334026;1;3;Canada;Walmart
06/07/2020;Fish Oil;Omega;140;5632;78848;1;0;USA;Amazon
06/07/2020;Multivitamin;Vitamin;146;3916;571736;0;2;Canada;Walmart
06/07/2020;Pre-Workout;Performance;143;3942;563706;1;4;UK;Walmart
06/07/2020;BCAA;Amino Acid;151;4547;686597;7;3;Canada;iHerb
06/07/2020;Creatine;Performance;145;1253;181685;11;3;USA;Amazon
06/07/2020;Zinc;Mineral;162;213;34506;2;4;UK;Walmart
06/07/2020;Collagen Peptides;Protein;131;2687;351997;22;0;USA;Walmart
06/07/2020;Magnesium;Mineral;139;1256;174584;12;1;UK;iHerb
06/07/2020;Ashwagandha;Herbal;144;365;52560;4;1;USA;iHerb
06/07/2020;Melatonin;Sleep Aid;162;1769;286578;4;1;Canada;Walmart
06/07/2020;Biotin;Vitamin;145;4398;63771;1;0;USA;Amazon
06/07/2020;Green Tea Extract;Fat Burner;146;1967;287182;16;1;Canada;iHerb
06/07/2020;Iron Supplement;Mineral;167;2486;415162;6;1;UK;Walmart
06/07/2020;Electrolyte Powder;Hydration;140;513;71820;17;2;USA;Amazon
13/07/2020;Whey Protein;Protein;146;469;68474;9;2;Canada;iHerb
13/07/2020;Vitamin C;Vitamin;141;5963;840783;4;5;Canada;iHerb
13/07/2020;Fish Oil;Omega;156;5331;831636;7;1;Canada;iHerb
13/07/2020;Multivitamin;Vitamin;154;3137;483098;8;2;USA;Walmart
13/07/2020;Pre-Workout;Performance;165;5672;93588;17;3;UK;Amazon
13/07/2020;BCAA;Amino Acid;152;1081;164312;2;0;USA;iHerb
13/07/2020;Creatine;Performance;142;4827;685434;6;3;UK;Amazon
13/07/2020;Zinc;Mineral;132;5896;778272;17;2;Canada;iHerb
13/07/2020;Collagen Peptides;Protein;144;3971;571824;15;2;UK;Walmart
13/07/2020;Magnesium;Mineral;153;238;36414;19;1;Canada;iHerb
13/07/2020;Ashwagandha;Herbal;157;4127;647939;19;1;Canada;iHerb
13/07/2020;Melatonin;Sleep Aid;125;403;50375;21;0;Canada;Amazon
13/07/2020;Biotin;Vitamin;159;3393;539487;23;1;Canada;iHerb
13/07/2020;Green Tea Extract;Fat Burner;149;1408;209792;6;0;Canada;Walmart
13/07/2020;Iron Supplement;Mineral;155;3741;579855;4;1;USA;Amazon
13/07/2020;Electrolyte Powder;Hydration;153;3501;535653;2;0;Canada;Walmart
20/07/2020;Whey Protein;Protein;154;5586;860244;1;0;UK;Walmart
20/07/2020;Vitamin C;Vitamin;158;3627;573066;17;3;UK;Amazon
20/07/2020;Fish Oil;Omega;161;4398;708078;24;1;Canada;Amazon
20/07/2020;Multivitamin;Vitamin;139;4169;579491;15;0;USA;Amazon
20/07/2020;Pre-Workout;Performance;158;4325;68335;14;1;Canada;Amazon
20/07/2020;BCAA;Amino Acid;134;5158;691172;23;2;Canada;Amazon
20/07/2020;Creatine;Performance;132;4645;61314;19;0;UK;Amazon
20/07/2020;Zinc;Mineral;145;1064;15428;14;3;Canada;iHerb
20/07/2020;Collagen Peptides;Protein;180;3572;64296;2;2;Canada;Walmart
20/07/2020;Magnesium;Mineral;146;2944;429824;6;0;USA;Amazon
20/07/2020;Ashwagandha;Herbal;143;1884;269412;25;1;USA;Amazon
20/07/2020;Melatonin;Sleep Aid;151;5978;902678;15;3;UK;iHerb
20/07/2020;Biotin;Vitamin;144;3014;434016;17;2;UK;Walmart
20/07/2020;Green Tea Extract;Fat Burner;143;4162;595166;3;1;USA;iHerb
20/07/2020;Iron Supplement;Mineral;157;4767;748419;22;1;USA;Amazon
20/07/2020;Electrolyte Powder;Hydration;159;1933;307347;1;1;USA;iHerb
27/07/2020;Whey Protein;Protein;148;525;77700;5;0;UK;iHerb
27/07/2020;Vitamin C;Vitamin;183;3392;620736;15;2;USA;Walmart
27/07/2020;Fish Oil;Omega;130;1527;19851;15;1;Canada;iHerb
27/07/2020;Multivitamin;Vitamin;140;510;71400;1;1;USA;Amazon
27/07/2020;Pre-Workout;Performance;157;2539;398623;15;3;Canada;Amazon
27/07/2020;BCAA;Amino Acid;162;4651;753462;9;2;UK;iHerb
27/07/2020;Creatine;Performance;149;4509;671841;14;1;USA;Walmart
27/07/2020;Zinc;Mineral;170;2579;43843;1;3;USA;Walmart
27/07/2020;Collagen Peptides;Protein;157;4378;687346;1;2;Canada;Amazon
27/07/2020;Magnesium;Mineral;148;5674;839752;6;0;UK;iHerb
27/07/2020;Ashwagandha;Herbal;153;2889;442017;2;1;USA;Amazon
27/07/2020;Melatonin;Sleep Aid;150;4291;64365;25;1;Canada;iHerb
27/07/2020;Biotin;Vitamin;145;1576;22852;22;1;USA;Amazon
27/07/2020;Green Tea Extract;Fat Burner;146;321;46866;16;0;USA;Walmart
27/07/2020;Iron Supplement;Mineral;155;1757;272335;12;2;USA;Amazon
27/07/2020;Electrolyte Powder;Hydration;153;269;41157;3;1;UK;iHerb
03/08/2020;Whey Protein;Protein;136;2044;277984;1;1;UK;Walmart
03/08/2020;Vitamin C;Vitamin;153;3885;594405;9;3;Canada;Walmart
03/08/2020;Fish Oil;Omega;151;3829;578179;23;1;USA;iHerb
03/08/2020;Multivitamin;Vitamin;142;1757;249494;11;2;USA;Walmart
03/08/2020;Pre-Workout;Performance;160;5142;82272;2;1;Canada;iHerb
03/08/2020;BCAA;Amino Acid;155;4917;762135;7;4;Canada;Amazon
03/08/2020;Creatine;Performance;134;5855;78457;4;2;UK;Amazon
03/08/2020;Zinc;Mineral;119;3581;426139;15;3;USA;Amazon
03/08/2020;Collagen Peptides;Protein;156;5048;787488;24;0;Canada;Walmart
03/08/2020;Magnesium;Mineral;162;1661;269082;11;2;Canada;Amazon
03/08/2020;Ashwagandha;Herbal;146;3997;583562;23;1;USA;Amazon
03/08/2020;Melatonin;Sleep Aid;139;1242;172638;21;2;Canada;Amazon
03/08/2020;Biotin;Vitamin;153;4999;764847;14;3;USA;Walmart
03/08/2020;Green Tea Extract;Fat Burner;155;3993;618915;1;4;UK;Walmart
03/08/2020;Iron Supplement;Mineral;151;2102;317402;16;2;Canada;Amazon
03/08/2020;Electrolyte Powder;Hydration;137;4022;551014;19;1;Canada;Walmart
10/08/2020;Whey Protein;Protein;139;1401;194739;11;0;Canada;iHerb
10/08/2020;Vitamin C;Vitamin;137;2934;401958;1;1;Canada;Walmart
10/08/2020;Fish Oil;Omega;150;2914;43710;21;0;UK;Amazon
10/08/2020;Multivitamin;Vitamin;150;1356;20340;14;2;UK;Walmart
10/08/2020;Pre-Workout;Performance;167;5799;968433;1;0;UK;iHerb
10/08/2020;BCAA;Amino Acid;120;3706;44472;16;0;Canada;Walmart
10/08/2020;Creatine;Performance;176;2483;437008;2;0;UK;iHerb
10/08/2020;Zinc;Mineral;134;3593;481462;6;1;Canada;iHerb
10/08/2020;Collagen Peptides;Protein;177;2911;515247;14;0;USA;Walmart
10/08/2020;Magnesium;Mineral;155;3448;53444;1;0;Canada;Walmart
10/08/2020;Ashwagandha;Herbal;144;1492;214848;24;2;UK;Amazon
10/08/2020;Melatonin;Sleep Aid;158;2966;468628;6;0;USA;Walmart
10/08/2020;Biotin;Vitamin;137;4388;601156;14;1;Canada;Amazon
10/08/2020;Green Tea Extract;Fat Burner;171;2403;410913;9;3;USA;iHerb
10/08/2020;Iron Supplement;Mineral;166;2123;352418;1;1;USA;Amazon
10/08/2020;Electrolyte Powder;Hydration;162;4654;753948;11;2;USA;iHerb
17/08/2020;Whey Protein;Protein;163;5332;869116;1;2;UK;iHerb
17/08/2020;Vitamin C;Vitamin;135;3743;505305;1;1;Canada;iHerb
17/08/2020;Fish Oil;Omega;156;1665;25974;4;4;Canada;iHerb
17/08/2020;Multivitamin;Vitamin;145;3419;495755;1;1;USA;Walmart
17/08/2020;Pre-Workout;Performance;153;1807;276471;12;2;UK;Walmart
17/08/2020;BCAA;Amino Acid;152;4711;716072;1;1;UK;Amazon
17/08/2020;Creatine;Performance;161;2306;371266;17;2;Canada;Walmart
17/08/2020;Zinc;Mineral;162;4051;656262;12;0;Canada;Amazon
17/08/2020;Collagen Peptides;Protein;141;3996;563436;13;1;USA;Amazon
17/08/2020;Magnesium;Mineral;142;112;15904;15;3;Canada;iHerb
17/08/2020;Ashwagandha;Herbal;137;1457;199609;16;1;USA;Walmart
17/08/2020;Melatonin;Sleep Aid;147;5483;806001;5;0;Canada;Walmart
17/08/2020;Biotin;Vitamin;165;5453;899745;15;3;UK;iHerb
17/08/2020;Green Tea Extract;Fat Burner;147;5565;818055;14;0;Canada;Walmart
17/08/2020;Iron Supplement;Mineral;141;2234;314994;8;1;Canada;iHerb
17/08/2020;Electrolyte Powder;Hydration;153;4077;623781;2;0;UK;iHerb
24/08/2020;Whey Protein;Protein;137;207;28359;7;1;UK;iHerb
24/08/2020;Vitamin C;Vitamin;162;4247;688014;17;3;UK;Amazon
24/08/2020;Fish Oil;Omega;173;1769;306037;22;1;Canada;Amazon
24/08/2020;Multivitamin;Vitamin;152;4395;66804;23;6;UK;Amazon
24/08/2020;Pre-Workout;Performance;158;5399;853042;1;1;USA;iHerb
24/08/2020;BCAA;Amino Acid;168;2103;353304;3;3;UK;Amazon
24/08/2020;Creatine;Performance;150;2195;32925;19;2;Canada;iHerb
24/08/2020;Zinc;Mineral;143;2048;292864;24;2;UK;iHerb
24/08/2020;Collagen Peptides;Protein;174;4909;854166;19;2;Canada;iHerb
24/08/2020;Magnesium;Mineral;134;4647;622698;14;0;USA;Walmart
24/08/2020;Ashwagandha;Herbal;150;3137;47055;16;2;USA;Amazon
24/08/2020;Melatonin;Sleep Aid;140;2346;32844;5;2;USA;iHerb
24/08/2020;Biotin;Vitamin;170;4756;80852;22;3;USA;Amazon
24/08/2020;Green Tea Extract;Fat Burner;146;1312;191552;12;0;Canada;Walmart
24/08/2020;Iron Supplement;Mineral;140;5044;70616;22;1;Canada;iHerb
24/08/2020;Electrolyte Powder;Hydration;165;4823;795795;4;2;USA;Walmart
31/08/2020;Whey Protein;Protein;176;2658;467808;13;2;USA;Walmart
31/08/2020;Vitamin C;Vitamin;150;256;38400;2;3;USA;Amazon
31/08/2020;Fish Oil;Omega;144;4759;685296;2;4;UK;Amazon
31/08/2020;Multivitamin;Vitamin;143;1658;237094;18;2;UK;Amazon
31/08/2020;Pre-Workout;Performance;156;5365;83694;4;0;UK;Amazon
31/08/2020;BCAA;Amino Acid;158;5245;82871;1;0;Canada;Amazon
31/08/2020;Creatine;Performance;164;1946;319144;18;2;Canada;Walmart
31/08/2020;Zinc;Mineral;154;5144;792176;21;2;UK;Walmart
31/08/2020;Collagen Peptides;Protein;132;4355;57486;17;1;UK;Walmart
31/08/2020;Magnesium;Mineral;167;1563;261021;1;3;USA;iHerb
31/08/2020;Ashwagandha;Herbal;156;2353;367068;6;4;Canada;iHerb
31/08/2020;Melatonin;Sleep Aid;142;2966;421172;3;0;USA;iHerb
31/08/2020;Biotin;Vitamin;151;2846;429746;9;1;USA;Amazon
31/08/2020;Green Tea Extract;Fat Burner;151;540;81540;13;1;USA;iHerb
31/08/2020;Iron Supplement;Mineral;140;4316;60424;15;1;Canada;iHerb
31/08/2020;Electrolyte Powder;Hydration;147;1979;290913;21;2;Canada;Amazon
07/09/2020;Whey Protein;Protein;147;2283;335601;19;1;UK;Amazon
07/09/2020;Vitamin C;Vitamin;143;5979;854997;11;3;USA;iHerb
07/09/2020;Fish Oil;Omega;144;2021;291024;1;0;Canada;iHerb
07/09/2020;Multivitamin;Vitamin;164;1839;301596;3;0;USA;Amazon
07/09/2020;Pre-Workout;Performance;147;3562;523614;9;1;UK;iHerb
07/09/2020;BCAA;Amino Acid;154;1553;239162;1;5;Canada;Walmart
07/09/2020;Creatine;Performance;140;1949;27286;1;1;USA;iHerb
07/09/2020;Zinc;Mineral;162;3221;521802;17;1;USA;Walmart
07/09/2020;Collagen Peptides;Protein;165;105;17325;19;1;USA;Amazon
07/09/2020;Magnesium;Mineral;140;5961;83454;21;0;USA;iHerb
07/09/2020;Ashwagandha;Herbal;158;1035;16353;1;1;USA;Walmart
07/09/2020;Melatonin;Sleep Aid;163;5138;837494;0;1;Canada;Walmart
07/09/2020;Biotin;Vitamin;140;1341;18774;5;1;USA;Amazon
07/09/2020;Green Tea Extract;Fat Burner;142;2884;409528;22;3;USA;Amazon
07/09/2020;Iron Supplement;Mineral;150;1534;23010;24;0;USA;Amazon
07/09/2020;Electrolyte Powder;Hydration;142;2602;369484;4;2;Canada;Amazon
14/09/2020;Whey Protein;Protein;133;1619;215327;2;3;USA;Amazon
14/09/2020;Vitamin C;Vitamin;138;3723;513774;2;4;UK;Walmart
14/09/2020;Fish Oil;Omega;140;1844;25816;21;0;UK;iHerb
14/09/2020;Multivitamin;Vitamin;150;5674;85110;23;3;UK;Walmart
14/09/2020;Pre-Workout;Performance;167;2421;404307;7;1;UK;Walmart
14/09/2020;BCAA;Amino Acid;146;1799;262654;17;0;Canada;Walmart
14/09/2020;Creatine;Performance;143;4982;712426;18;2;USA;iHerb
14/09/2020;Zinc;Mineral;136;1437;195432;9;1;Canada;Walmart
14/09/2020;Collagen Peptides;Protein;118;5778;681804;24;1;USA;Amazon
14/09/2020;Magnesium;Mineral;120;2961;35532;24;0;UK;Amazon
14/09/2020;Ashwagandha;Herbal;160;5906;94496;1;2;Canada;Amazon
14/09/2020;Melatonin;Sleep Aid;144;196;28224;4;3;USA;Amazon
14/09/2020;Biotin;Vitamin;171;4127;705717;2;0;USA;Amazon
14/09/2020;Green Tea Extract;Fat Burner;144;4178;601632;9;0;UK;iHerb
14/09/2020;Iron Supplement;Mineral;153;2911;445383;3;0;UK;iHerb
14/09/2020;Electrolyte Powder;Hydration;140;4214;58996;15;2;UK;Walmart
21/09/2020;Whey Protein;Protein;145;202;29290;12;2;Canada;iHerb
21/09/2020;Vitamin C;Vitamin;137;5418;742266;9;2;Canada;Amazon
21/09/2020;Fish Oil;Omega;143;4049;579007;6;1;USA;Walmart
21/09/2020;Multivitamin;Vitamin;129;249;32121;2;3;Canada;Amazon
21/09/2020;Pre-Workout;Performance;133;563;74879;4;4;UK;Walmart
21/09/2020;BCAA;Amino Acid;138;3733;515154;22;1;USA;Amazon
21/09/2020;Creatine;Performance;151;1831;276481;23;1;UK;Walmart
21/09/2020;Zinc;Mineral;145;2694;39063;24;2;USA;iHerb
21/09/2020;Collagen Peptides;Protein;153;1248;190944;6;1;USA;iHerb
21/09/2020;Magnesium;Mineral;139;5596;777844;11;1;Canada;iHerb
21/09/2020;Ashwagandha;Herbal;182;3445;62699;9;4;USA;Walmart
21/09/2020;Melatonin;Sleep Aid;152;5059;768968;9;1;UK;Walmart
21/09/2020;Biotin;Vitamin;164;497;81508;24;2;USA;Amazon
21/09/2020;Green Tea Extract;Fat Burner;159;5225;830775;1;0;UK;Walmart
21/09/2020;Iron Supplement;Mineral;146;3252;474792;19;1;UK;Amazon
21/09/2020;Electrolyte Powder;Hydration;155;4747;735785;14;0;UK;iHerb
28/09/2020;Whey Protein;Protein;142;3413;484646;5;4;UK;iHerb
28/09/2020;Vitamin C;Vitamin;147;549;80703;13;2;Canada;Amazon
28/09/2020;Fish Oil;Omega;141;1617;227997;5;0;UK;Amazon
28/09/2020;Multivitamin;Vitamin;140;5195;72730;14;0;UK;Amazon
28/09/2020;Pre-Workout;Performance;158;4656;735648;19;4;Canada;Amazon
28/09/2020;BCAA;Amino Acid;153;4242;649026;2;3;UK;Amazon
28/09/2020;Creatine;Performance;133;5079;675507;15;1;UK;Walmart
28/09/2020;Zinc;Mineral;149;270;40230;22;0;USA;iHerb
28/09/2020;Collagen Peptides;Protein;161;1909;307349;11;0;Canada;iHerb
28/09/2020;Magnesium;Mineral;158;4177;659966;5;1;UK;Walmart
28/09/2020;Ashwagandha;Herbal;119;3799;452081;21;2;UK;Walmart
28/09/2020;Melatonin;Sleep Aid;148;4596;680208;23;1;USA;Amazon
28/09/2020;Biotin;Vitamin;141;463;65283;3;1;UK;Amazon
28/09/2020;Green Tea Extract;Fat Burner;151;4003;604453;4;1;Canada;iHerb
28/09/2020;Iron Supplement;Mineral;158;4811;760138;15;0;USA;iHerb
28/09/2020;Electrolyte Powder;Hydration;156;4012;625872;12;1;Canada;Walmart
05/10/2020;Whey Protein;Protein;144;1988;286272;2;0;USA;iHerb
05/10/2020;Vitamin C;Vitamin;130;4292;55796;11;1;USA;Amazon
05/10/2020;Fish Oil;Omega;152;5664;860928;23;1;UK;iHerb
05/10/2020;Multivitamin;Vitamin;144;1184;170496;12;1;Canada;iHerb
05/10/2020;Pre-Workout;Performance;171;3764;643644;19;1;UK;iHerb
05/10/2020;BCAA;Amino Acid;130;359;46670;15;0;UK;Walmart
05/10/2020;Creatine;Performance;149;1374;204726;3;3;USA;Amazon
05/10/2020;Zinc;Mineral;140;3525;49350;19;0;UK;iHerb
05/10/2020;Collagen Peptides;Protein;153;1182;180846;1;3;USA;iHerb
05/10/2020;Magnesium;Mineral;133;3189;424137;21;0;USA;iHerb
05/10/2020;Ashwagandha;Herbal;147;3245;477015;14;2;USA;Walmart
05/10/2020;Melatonin;Sleep Aid;144;1533;220752;9;0;Canada;Amazon
05/10/2020;Biotin;Vitamin;154;2426;373604;16;1;UK;Walmart
05/10/2020;Green Tea Extract;Fat Burner;149;241;35909;8;3;UK;iHerb
05/10/2020;Iron Supplement;Mineral;124;5564;689936;15;1;UK;iHerb
05/10/2020;Electrolyte Powder;Hydration;140;526;73640;14;1;USA;iHerb
12/10/2020;Whey Protein;Protein;131;5818;762158;9;1;USA;Walmart
12/10/2020;Vitamin C;Vitamin;129;5663;730527;14;0;Canada;iHerb
12/10/2020;Fish Oil;Omega;153;3032;463896;22;2;UK;Walmart
12/10/2020;Multivitamin;Vitamin;168;1656;278208;8;1;USA;iHerb
12/10/2020;Pre-Workout;Performance;170;4382;74494;8;1;Canada;Walmart
12/10/2020;BCAA;Amino Acid;160;2129;34064;15;0;Canada;iHerb
12/10/2020;Creatine;Performance;144;174;25056;25;0;UK;iHerb
12/10/2020;Zinc;Mineral;134;4845;64923;11;1;Canada;Walmart
12/10/2020;Collagen Peptides;Protein;148;5426;803048;2;1;UK;iHerb
12/10/2020;Magnesium;Mineral;170;5148;87516;3;4;USA;Amazon
12/10/2020;Ashwagandha;Herbal;156;5691;887796;7;1;Canada;Amazon
12/10/2020;Melatonin;Sleep Aid;157;5647;886579;5;3;Canada;iHerb
12/10/2020;Biotin;Vitamin;159;2936;466824;7;1;UK;Walmart
12/10/2020;Green Tea Extract;Fat Burner;146;3173;463258;22;0;USA;iHerb
12/10/2020;Iron Supplement;Mineral;177;2631;465687;19;1;UK;iHerb
12/10/2020;Electrolyte Powder;Hydration;154;4712;725648;6;0;USA;Amazon
19/10/2020;Whey Protein;Protein;143;184;26312;9;1;Canada;Walmart
19/10/2020;Vitamin C;Vitamin;124;5422;672328;4;1;UK;Walmart
19/10/2020;Fish Oil;Omega;156;4505;70278;1;1;UK;iHerb
19/10/2020;Multivitamin;Vitamin;156;2841;443196;24;1;UK;Amazon
19/10/2020;Pre-Workout;Performance;150;4586;68790;15;2;USA;iHerb
19/10/2020;BCAA;Amino Acid;166;3376;560416;1;4;UK;Walmart
19/10/2020;Creatine;Performance;157;5315;834455;12;0;UK;iHerb
19/10/2020;Zinc;Mineral;152;5389;819128;5;3;USA;Walmart
19/10/2020;Collagen Peptides;Protein;152;5859;890568;13;1;USA;Amazon
19/10/2020;Magnesium;Mineral;149;2525;376225;5;0;USA;Amazon
19/10/2020;Ashwagandha;Herbal;142;3358;476836;6;0;UK;iHerb
19/10/2020;Melatonin;Sleep Aid;144;2715;39096;25;1;USA;iHerb
19/10/2020;Biotin;Vitamin;137;3302;452374;18;4;Canada;iHerb
19/10/2020;Green Tea Extract;Fat Burner;122;4602;561444;7;0;UK;Amazon
19/10/2020;Iron Supplement;Mineral;118;4872;574896;3;1;UK;iHerb
19/10/2020;Electrolyte Powder;Hydration;154;1136;174944;2;0;Canada;iHerb
26/10/2020;Whey Protein;Protein;148;3385;50098;1;3;UK;iHerb
26/10/2020;Vitamin C;Vitamin;168;4075;68460;23;4;USA;Amazon
26/10/2020;Fish Oil;Omega;150;2393;35895;24;0;USA;iHerb
26/10/2020;Multivitamin;Vitamin;153;2395;366435;1;6;Canada;Walmart
26/10/2020;Pre-Workout;Performance;124;1413;175212;4;1;UK;Amazon
26/10/2020;BCAA;Amino Acid;150;2582;38730;2;1;Canada;Walmart
26/10/2020;Creatine;Performance;144;5548;798912;0;2;USA;Walmart
26/10/2020;Zinc;Mineral;177;1807;319839;24;2;USA;iHerb
26/10/2020;Collagen Peptides;Protein;148;4666;690568;25;1;USA;Amazon
26/10/2020;Magnesium;Mineral;151;3028;457228;4;4;Canada;Amazon
26/10/2020;Ashwagandha;Herbal;165;4016;66264;6;2;USA;iHerb
26/10/2020;Melatonin;Sleep Aid;157;5951;934307;15;1;Canada;iHerb
26/10/2020;Biotin;Vitamin;160;2923;46768;9;1;UK;iHerb
26/10/2020;Green Tea Extract;Fat Burner;161;497;80017;14;1;UK;Amazon
26/10/2020;Iron Supplement;Mineral;162;2122;343764;13;1;UK;Amazon
26/10/2020;Electrolyte Powder;Hydration;150;5835;87525;14;3;UK;iHerb
02/11/2020;Whey Protein;Protein;135;534;72090;15;2;Canada;Amazon
02/11/2020;Vitamin C;Vitamin;145;329;47705;1;3;UK;iHerb
02/11/2020;Fish Oil;Omega;181;274;49594;22;5;UK;iHerb
02/11/2020;Multivitamin;Vitamin;148;363;53724;17;1;Canada;Walmart
02/11/2020;Pre-Workout;Performance;159;1246;198114;1;1;Canada;Walmart
02/11/2020;BCAA;Amino Acid;143;2604;372372;5;1;USA;iHerb
02/11/2020;Creatine;Performance;148;5917;875716;6;2;Canada;Amazon
02/11/2020;Zinc;Mineral;158;1443;227994;17;0;USA;iHerb
02/11/2020;Collagen Peptides;Protein;153;2055;314415;21;0;Canada;Amazon
02/11/2020;Magnesium;Mineral;164;2088;342432;3;4;USA;Walmart
02/11/2020;Ashwagandha;Herbal;128;2739;350592;16;1;USA;Amazon
02/11/2020;Melatonin;Sleep Aid;134;2194;293996;5;1;UK;iHerb
02/11/2020;Biotin;Vitamin;157;2833;444781;1;4;Canada;Walmart
02/11/2020;Green Tea Extract;Fat Burner;140;2585;36190;7;1;USA;Amazon
02/11/2020;Iron Supplement;Mineral;164;4436;727504;8;0;UK;Amazon
02/11/2020;Electrolyte Powder;Hydration;157;3046;478222;8;2;UK;Amazon
